"Name","Appetite","Dominant Teeth","Diet Category","Foot Count","Size","Aggressive","Domesticable"
"Animal 3246","Small","Incisor","Herbivore","6","1","5","TRUE"
"Animal 3247","Big","Canine","Omnivore","6","2","2","TRUE"
"Animal 3248","Small","Canine","Omnivore","6","2","5","TRUE"
"Animal 3249","Medium","Canine","Herbivore","4","3","5","TRUE"
"Animal 3250","Small","Incisor","Carnivore","4","3","4","FALSE"
"Animal 3251","Small","Incisor","Omnivore","2","3","4","FALSE"
"Animal 3252","Big","Canine","Omnivore","6","3","4","TRUE"
"Animal 3253","Medium","Canine","Omnivore","12","3","5","FALSE"
"Animal 3254","Medium","Canine","Omnivore","4","2","1","TRUE"
"Animal 3255","Medium","Canine","Herbivore","2","1","3","TRUE"
"Animal 3256","Big","Incisor","Carnivore","11","2","6","FALSE"
"Animal 3257","Small","Canine","Omnivore","4","1","3","TRUE"
"Animal 3258","Small","Incisor","Omnivore","2","2","4","TRUE"
"Animal 3259","Big","Incisor","Carnivore","3","3","4","FALSE"
"Animal 3260","Medium","Incisor","Omnivore","2","2","3","FALSE"
"Animal 3261","Medium","Canine","Omnivore","4","1","4","TRUE"
"Animal 3262","Medium","Incisor","Carnivore","2","3","1","FALSE"
"Animal 3263","Medium","Incisor","Omnivore","3","2","3","FALSE"
"Animal 3264","Big","Canine","Herbivore","2","2","2","TRUE"
"Animal 3265","Medium","Canine","Omnivore","4","1","5","TRUE"
"Animal 3266","Medium","Canine","Herbivore","4","2","1","TRUE"
"Animal 3267","Small","Canine","Herbivore","2","1","5","TRUE"
"Animal 3268","Medium","Canine","Carnivore","3","3","5","FALSE"
"Animal 3269","Small","Canine","Omnivore","6","2","5","TRUE"
"Animal 3270","Big","Incisor","Omnivore","2","1","3","TRUE"
"Animal 3271","Medium","Canine","Omnivore","2","2","3","TRUE"
"Animal 3272","Medium","Incisor","Carnivore","8","2","3","FALSE"
"Animal 3273","Big","Canine","Omnivore","2","1","1","TRUE"
"Animal 3274","Big","Incisor","Omnivore","2","1","1","TRUE"
"Animal 3275","Small","Canine","Omnivore","4","2","2","TRUE"
"Animal 3276","Big","Canine","Herbivore","2","2","1","TRUE"
"Animal 3277","Small","Incisor","Carnivore","5","2","1","FALSE"
"Animal 3278","Medium","Canine","Herbivore","2","2","2","TRUE"
"Animal 3279","Big","Incisor","Omnivore","5","3","6","FALSE"
"Animal 3280","Small","Incisor","Carnivore","4","2","3","FALSE"
"Animal 3281","Medium","Canine","Carnivore","6","2","6","FALSE"
"Animal 3282","Big","Incisor","Omnivore","3","3","5","FALSE"
"Animal 3283","Small","Canine","Carnivore","6","2","5","FALSE"
"Animal 3284","Medium","Incisor","Omnivore","1","3","2","FALSE"
"Animal 3285","Big","Canine","Omnivore","4","1","1","TRUE"
"Animal 3286","Medium","Canine","Carnivore","4","2","3","FALSE"
"Animal 3287","Big","Canine","Omnivore","2","2","5","TRUE"
"Animal 3288","Big","Canine","Omnivore","2","1","2","TRUE"
"Animal 3289","Big","Canine","Omnivore","12","2","6","FALSE"
"Animal 3290","Big","Incisor","Omnivore","2","1","5","TRUE"
"Animal 3291","Small","Incisor","Herbivore","4","1","4","TRUE"
"Animal 3292","Big","Incisor","Carnivore","7","2","3","FALSE"
"Animal 3293","Big","Canine","Herbivore","2","1","4","TRUE"
"Animal 3294","Big","Canine","Omnivore","2","2","5","TRUE"
"Animal 3295","Big","Incisor","Carnivore","4","2","2","FALSE"
"Animal 3296","Medium","Incisor","Omnivore","4","1","3","TRUE"
"Animal 3297","Small","Canine","Omnivore","6","2","4","TRUE"
"Animal 3298","Small","Incisor","Omnivore","4","1","4","TRUE"
"Animal 3299","Small","Incisor","Herbivore","6","2","1","TRUE"
"Animal 3300","Medium","Incisor","Carnivore","3","2","3","FALSE"
"Animal 3301","Big","Incisor","Carnivore","12","3","3","FALSE"
"Animal 3302","Medium","Canine","Omnivore","2","1","5","TRUE"
"Animal 3303","Big","Incisor","Carnivore","9","3","3","FALSE"
"Animal 3304","Small","Incisor","Omnivore","3","2","3","FALSE"
"Animal 3305","Big","Incisor","Omnivore","2","3","6","FALSE"
"Animal 3306","Small","Canine","Herbivore","2","3","3","TRUE"
"Animal 3307","Medium","Incisor","Omnivore","7","3","6","FALSE"
"Animal 3308","Small","Canine","Omnivore","6","1","3","TRUE"
"Animal 3309","Medium","Incisor","Omnivore","11","2","6","FALSE"
"Animal 3310","Small","Canine","Herbivore","4","3","5","TRUE"
"Animal 3311","Big","Incisor","Omnivore","9","2","3","FALSE"
"Animal 3312","Medium","Canine","Herbivore","4","1","1","TRUE"
"Animal 3313","Big","Canine","Omnivore","2","1","4","TRUE"
"Animal 3314","Big","Incisor","Omnivore","3","2","6","FALSE"
"Animal 3315","Medium","Incisor","Carnivore","9","3","2","FALSE"
"Animal 3316","Small","Incisor","Omnivore","2","2","2","FALSE"
"Animal 3317","Big","Canine","Omnivore","2","1","5","TRUE"
"Animal 3318","Medium","Canine","Omnivore","4","2","2","TRUE"
"Animal 3319","Medium","Incisor","Omnivore","4","2","1","TRUE"
"Animal 3320","Big","Incisor","Omnivore","6","3","5","TRUE"
"Animal 3321","Medium","Canine","Herbivore","2","1","3","TRUE"
"Animal 3322","Big","Incisor","Omnivore","2","2","1","FALSE"
"Animal 3323","Big","Canine","Omnivore","4","2","5","TRUE"
"Animal 3324","Big","Incisor","Omnivore","6","3","1","TRUE"
"Animal 3325","Big","Canine","Omnivore","4","2","3","FALSE"
"Animal 3326","Medium","Incisor","Omnivore","2","2","5","FALSE"
"Animal 3327","Small","Incisor","Omnivore","6","2","4","TRUE"
"Animal 3328","Big","Incisor","Omnivore","9","2","1","FALSE"
"Animal 3329","Small","Incisor","Herbivore","6","1","2","TRUE"
"Animal 3330","Big","Canine","Omnivore","4","2","4","TRUE"
"Animal 3331","Medium","Incisor","Omnivore","6","3","3","FALSE"
"Animal 3332","Medium","Incisor","Herbivore","4","1","1","TRUE"
"Animal 3333","Big","Incisor","Carnivore","10","2","2","FALSE"
"Animal 3334","Big","Canine","Herbivore","4","2","5","TRUE"
"Animal 3335","Small","Canine","Omnivore","10","2","4","FALSE"
"Animal 3336","Medium","Canine","Omnivore","2","1","4","TRUE"
"Animal 3337","Medium","Canine","Omnivore","5","3","2","FALSE"
"Animal 3338","Small","Canine","Omnivore","9","3","4","FALSE"
"Animal 3339","Big","Incisor","Carnivore","10","3","4","FALSE"
"Animal 3340","Medium","Incisor","Carnivore","7","3","4","FALSE"
"Animal 3341","Medium","Canine","Carnivore","5","2","2","FALSE"
"Animal 3342","Small","Canine","Carnivore","5","3","5","FALSE"
"Animal 3343","Small","Canine","Carnivore","12","3","5","FALSE"
"Animal 3344","Medium","Incisor","Omnivore","3","3","4","FALSE"
"Animal 3345","Small","Canine","Omnivore","4","1","2","TRUE"
"Animal 3346","Big","Incisor","Omnivore","12","3","2","FALSE"
"Animal 3347","Big","Incisor","Carnivore","10","3","1","FALSE"
"Animal 3348","Medium","Canine","Omnivore","6","2","4","TRUE"
"Animal 3349","Medium","Canine","Omnivore","4","3","3","TRUE"
"Animal 3350","Medium","Canine","Herbivore","4","2","2","TRUE"
"Animal 3351","Medium","Incisor","Herbivore","2","3","2","TRUE"
"Animal 3352","Big","Incisor","Omnivore","3","2","1","FALSE"
"Animal 3353","Medium","Incisor","Omnivore","3","3","2","FALSE"
"Animal 3354","Small","Canine","Omnivore","2","1","3","TRUE"
"Animal 3355","Big","Canine","Omnivore","1","3","4","FALSE"
"Animal 3356","Big","Incisor","Omnivore","11","2","4","FALSE"
"Animal 3357","Small","Canine","Omnivore","2","3","4","TRUE"
"Animal 3358","Medium","Incisor","Omnivore","7","2","4","FALSE"
"Animal 3359","Medium","Canine","Herbivore","2","1","5","TRUE"
"Animal 3360","Big","Incisor","Carnivore","7","2","1","FALSE"
"Animal 3361","Big","Canine","Omnivore","4","2","1","TRUE"
"Animal 3362","Small","Incisor","Omnivore","9","3","2","FALSE"
"Animal 3363","Medium","Canine","Omnivore","6","2","3","TRUE"
"Animal 3364","Big","Incisor","Omnivore","3","2","2","FALSE"
"Animal 3365","Medium","Incisor","Carnivore","10","2","4","FALSE"
"Animal 3366","Medium","Incisor","Carnivore","8","2","3","FALSE"
"Animal 3367","Small","Incisor","Omnivore","9","2","5","FALSE"
"Animal 3368","Medium","Incisor","Omnivore","6","2","2","FALSE"
"Animal 3369","Medium","Canine","Herbivore","2","1","1","TRUE"
"Animal 3370","Medium","Incisor","Herbivore","4","2","1","TRUE"
"Animal 3371","Big","Canine","Omnivore","6","3","2","TRUE"
"Animal 3372","Big","Incisor","Omnivore","6","1","1","TRUE"
"Animal 3373","Small","Incisor","Carnivore","5","3","3","FALSE"
"Animal 3374","Small","Incisor","Herbivore","2","1","1","TRUE"
"Animal 3375","Big","Incisor","Omnivore","3","2","1","FALSE"
"Animal 3376","Small","Incisor","Carnivore","11","3","5","FALSE"
"Animal 3377","Small","Incisor","Omnivore","2","3","3","FALSE"
"Animal 3378","Small","Incisor","Omnivore","7","3","5","FALSE"
"Animal 3379","Small","Incisor","Carnivore","7","2","6","FALSE"
"Animal 3380","Small","Incisor","Omnivore","3","3","5","FALSE"
"Animal 3381","Small","Canine","Herbivore","2","1","4","TRUE"
"Animal 3382","Big","Incisor","Omnivore","1","3","5","FALSE"
"Animal 3383","Big","Incisor","Omnivore","2","2","4","FALSE"
"Animal 3384","Medium","Incisor","Omnivore","6","1","2","TRUE"
"Animal 3385","Small","Canine","Omnivore","7","2","1","FALSE"
"Animal 3386","Medium","Canine","Carnivore","2","3","5","FALSE"
"Animal 3387","Medium","Canine","Omnivore","4","1","1","TRUE"
"Animal 3388","Medium","Canine","Herbivore","2","2","2","TRUE"
"Animal 3389","Big","Canine","Omnivore","4","3","1","TRUE"
"Animal 3390","Big","Canine","Omnivore","2","1","1","TRUE"
"Animal 3391","Big","Canine","Omnivore","11","2","2","FALSE"
"Animal 3392","Small","Canine","Omnivore","5","3","5","FALSE"
"Animal 3393","Small","Canine","Omnivore","6","1","3","TRUE"
"Animal 3394","Medium","Canine","Omnivore","4","2","2","TRUE"
"Animal 3395","Small","Canine","Herbivore","2","2","2","TRUE"
"Animal 3396","Big","Canine","Omnivore","4","2","4","TRUE"
"Animal 3397","Small","Incisor","Omnivore","2","2","4","FALSE"
"Animal 3398","Small","Incisor","Omnivore","4","2","4","FALSE"
"Animal 3399","Small","Canine","Herbivore","6","1","3","TRUE"
"Animal 3400","Big","Incisor","Omnivore","7","2","1","FALSE"
"Animal 3401","Medium","Canine","Herbivore","6","1","4","TRUE"
"Animal 3402","Big","Incisor","Omnivore","4","2","5","FALSE"
"Animal 3403","Medium","Incisor","Omnivore","9","2","3","FALSE"
"Animal 3404","Medium","Incisor","Omnivore","3","2","2","FALSE"
"Animal 3405","Medium","Canine","Omnivore","4","2","2","TRUE"
"Animal 3406","Medium","Canine","Omnivore","2","2","2","TRUE"
"Animal 3407","Medium","Incisor","Herbivore","4","1","3","TRUE"
"Animal 3408","Small","Incisor","Omnivore","10","2","2","FALSE"
"Animal 3409","Medium","Canine","Herbivore","2","1","5","TRUE"
"Animal 3410","Medium","Incisor","Carnivore","4","2","1","FALSE"
"Animal 3411","Medium","Incisor","Omnivore","8","2","5","FALSE"
"Animal 3412","Medium","Incisor","Omnivore","7","3","1","FALSE"
"Animal 3413","Big","Incisor","Omnivore","4","3","6","FALSE"
"Animal 3414","Big","Incisor","Omnivore","7","3","5","FALSE"
"Animal 3415","Big","Incisor","Omnivore","6","2","1","TRUE"
"Animal 3416","Small","Canine","Herbivore","6","2","5","TRUE"
"Animal 3417","Small","Canine","Omnivore","10","3","4","FALSE"
"Animal 3418","Small","Canine","Omnivore","6","3","2","TRUE"
"Animal 3419","Medium","Incisor","Omnivore","9","2","6","FALSE"
"Animal 3420","Medium","Incisor","Omnivore","6","3","3","TRUE"
"Animal 3421","Small","Canine","Omnivore","6","1","4","TRUE"
"Animal 3422","Medium","Incisor","Carnivore","4","3","6","FALSE"
"Animal 3423","Big","Incisor","Herbivore","6","1","4","TRUE"
"Animal 3424","Small","Canine","Omnivore","2","2","5","FALSE"
"Animal 3425","Small","Canine","Omnivore","11","3","1","FALSE"
"Animal 3426","Medium","Incisor","Omnivore","9","3","1","FALSE"
"Animal 3427","Medium","Incisor","Carnivore","5","3","6","FALSE"
"Animal 3428","Medium","Incisor","Carnivore","5","2","1","FALSE"
"Animal 3429","Medium","Incisor","Omnivore","3","3","3","FALSE"
"Animal 3430","Small","Canine","Omnivore","2","2","3","TRUE"
"Animal 3431","Big","Canine","Omnivore","6","3","6","FALSE"
"Animal 3432","Small","Incisor","Carnivore","7","3","6","FALSE"
"Animal 3433","Big","Incisor","Omnivore","8","2","2","FALSE"
"Animal 3434","Medium","Canine","Omnivore","6","2","4","TRUE"
"Animal 3435","Small","Canine","Herbivore","2","1","1","TRUE"
"Animal 3436","Medium","Canine","Omnivore","2","1","1","TRUE"
"Animal 3437","Medium","Canine","Omnivore","6","1","2","TRUE"
"Animal 3438","Big","Incisor","Omnivore","3","2","6","FALSE"
"Animal 3439","Medium","Canine","Omnivore","4","1","5","TRUE"
"Animal 3440","Small","Incisor","Carnivore","2","2","5","FALSE"
"Animal 3441","Big","Incisor","Omnivore","9","3","3","FALSE"
"Animal 3442","Medium","Canine","Omnivore","11","2","4","FALSE"
"Animal 3443","Big","Canine","Omnivore","6","2","1","FALSE"
"Animal 3444","Small","Incisor","Omnivore","4","2","2","FALSE"
"Animal 3445","Medium","Incisor","Herbivore","2","2","2","TRUE"
"Animal 3446","Small","Canine","Omnivore","2","2","2","TRUE"
"Animal 3447","Big","Canine","Omnivore","11","2","4","FALSE"
"Animal 3448","Small","Incisor","Carnivore","1","2","6","FALSE"
"Animal 3449","Medium","Canine","Omnivore","8","2","5","FALSE"
"Animal 3450","Small","Canine","Omnivore","6","1","4","TRUE"
"Animal 3451","Medium","Incisor","Omnivore","10","3","5","FALSE"
"Animal 3452","Medium","Incisor","Omnivore","6","2","4","TRUE"
"Animal 3453","Small","Canine","Herbivore","4","1","2","TRUE"
"Animal 3454","Big","Canine","Omnivore","6","3","1","TRUE"
"Animal 3455","Small","Incisor","Herbivore","2","1","4","TRUE"
"Animal 3456","Big","Incisor","Omnivore","6","1","1","TRUE"
"Animal 3457","Big","Incisor","Herbivore","6","2","3","TRUE"
"Animal 3458","Small","Canine","Omnivore","6","1","4","TRUE"
"Animal 3459","Big","Canine","Omnivore","6","2","4","FALSE"
"Animal 3460","Small","Incisor","Omnivore","8","2","5","FALSE"
"Animal 3461","Big","Canine","Omnivore","2","2","5","TRUE"
"Animal 3462","Medium","Incisor","Carnivore","6","3","3","FALSE"
"Animal 3463","Big","Incisor","Omnivore","4","1","5","TRUE"
"Animal 3464","Medium","Incisor","Carnivore","11","2","3","FALSE"
"Animal 3465","Big","Canine","Omnivore","4","1","1","TRUE"
"Animal 3466","Big","Canine","Herbivore","4","3","1","TRUE"
"Animal 3467","Small","Incisor","Omnivore","12","2","1","FALSE"
"Animal 3468","Small","Incisor","Carnivore","3","3","2","FALSE"
"Animal 3469","Big","Incisor","Carnivore","1","2","4","FALSE"
"Animal 3470","Small","Incisor","Omnivore","8","2","5","FALSE"
"Animal 3471","Medium","Incisor","Omnivore","1","3","5","FALSE"
"Animal 3472","Small","Canine","Carnivore","2","3","3","FALSE"
"Animal 3473","Medium","Incisor","Carnivore","4","2","6","FALSE"
"Animal 3474","Small","Canine","Omnivore","9","2","1","FALSE"
"Animal 3475","Small","Canine","Omnivore","4","1","4","TRUE"
"Animal 3476","Small","Canine","Omnivore","2","2","4","TRUE"
"Animal 3477","Small","Canine","Herbivore","4","2","4","TRUE"
"Animal 3478","Big","Incisor","Carnivore","1","3","6","FALSE"
"Animal 3479","Small","Canine","Omnivore","2","2","5","TRUE"
"Animal 3480","Big","Canine","Omnivore","9","2","1","FALSE"
"Animal 3481","Small","Canine","Herbivore","6","2","3","TRUE"
"Animal 3482","Big","Incisor","Omnivore","12","2","4","FALSE"
"Animal 3483","Small","Canine","Omnivore","6","1","1","TRUE"
"Animal 3484","Big","Canine","Carnivore","8","3","4","FALSE"
"Animal 3485","Medium","Canine","Omnivore","2","1","1","TRUE"
"Animal 3486","Big","Canine","Herbivore","2","3","2","TRUE"
"Animal 3487","Big","Canine","Herbivore","4","1","5","TRUE"
"Animal 3488","Big","Incisor","Omnivore","5","2","3","FALSE"
"Animal 3489","Medium","Incisor","Carnivore","10","3","6","FALSE"
"Animal 3490","Small","Incisor","Omnivore","9","2","4","FALSE"
"Animal 3491","Small","Incisor","Carnivore","2","2","2","FALSE"
"Animal 3492","Medium","Incisor","Omnivore","1","2","6","FALSE"
"Animal 3493","Big","Canine","Omnivore","5","2","2","FALSE"
"Animal 3494","Big","Incisor","Omnivore","1","2","1","FALSE"
"Animal 3495","Big","Incisor","Omnivore","5","2","6","FALSE"
"Animal 3496","Big","Canine","Herbivore","2","2","4","TRUE"
"Animal 3497","Big","Incisor","Omnivore","11","2","6","FALSE"
"Animal 3498","Medium","Canine","Omnivore","2","1","2","TRUE"
"Animal 3499","Small","Canine","Omnivore","12","2","3","FALSE"
"Animal 3500","Small","Canine","Carnivore","1","3","6","FALSE"
"Animal 3501","Small","Incisor","Omnivore","6","1","2","TRUE"
"Animal 3502","Small","Canine","Omnivore","11","2","5","FALSE"
"Animal 3503","Small","Canine","Herbivore","6","1","4","TRUE"
"Animal 3504","Small","Canine","Omnivore","6","1","4","TRUE"
"Animal 3505","Small","Incisor","Omnivore","9","3","1","FALSE"
"Animal 3506","Big","Canine","Omnivore","12","2","6","FALSE"
"Animal 3507","Medium","Canine","Omnivore","6","1","2","TRUE"
"Animal 3508","Big","Incisor","Herbivore","2","2","1","TRUE"
"Animal 3509","Small","Canine","Herbivore","2","2","1","TRUE"
"Animal 3510","Medium","Incisor","Omnivore","5","2","5","FALSE"
"Animal 3511","Small","Incisor","Omnivore","9","3","6","FALSE"
"Animal 3512","Big","Canine","Carnivore","9","2","2","FALSE"
"Animal 3513","Big","Incisor","Omnivore","4","2","2","TRUE"
"Animal 3514","Big","Incisor","Omnivore","1","2","6","FALSE"
"Animal 3515","Medium","Canine","Omnivore","2","2","4","TRUE"
"Animal 3516","Big","Incisor","Omnivore","5","3","4","FALSE"
"Animal 3517","Small","Canine","Omnivore","6","2","2","TRUE"
"Animal 3518","Medium","Incisor","Omnivore","3","2","5","FALSE"
"Animal 3519","Small","Canine","Omnivore","2","1","3","TRUE"
"Animal 3520","Big","Incisor","Omnivore","10","2","2","FALSE"
"Animal 3521","Big","Incisor","Carnivore","10","3","5","FALSE"
"Animal 3522","Big","Canine","Omnivore","4","1","4","TRUE"
"Animal 3523","Medium","Incisor","Omnivore","11","2","4","FALSE"
"Animal 3524","Small","Incisor","Carnivore","7","3","3","FALSE"
"Animal 3525","Big","Canine","Omnivore","11","2","6","FALSE"
"Animal 3526","Medium","Canine","Herbivore","2","3","3","TRUE"
"Animal 3527","Small","Canine","Omnivore","6","1","4","TRUE"
"Animal 3528","Medium","Canine","Carnivore","5","2","4","FALSE"
"Animal 3529","Medium","Incisor","Omnivore","2","3","6","FALSE"
"Animal 3530","Small","Incisor","Carnivore","8","3","6","FALSE"
"Animal 3531","Big","Incisor","Carnivore","2","2","4","FALSE"
"Animal 3532","Big","Incisor","Omnivore","2","2","2","TRUE"
"Animal 3533","Medium","Incisor","Omnivore","3","3","3","FALSE"
"Animal 3534","Big","Incisor","Omnivore","6","3","6","FALSE"
"Animal 3535","Medium","Incisor","Carnivore","8","2","6","FALSE"
"Animal 3536","Medium","Canine","Herbivore","6","2","2","TRUE"
"Animal 3537","Medium","Incisor","Herbivore","2","2","2","TRUE"
"Animal 3538","Big","Canine","Carnivore","5","2","2","FALSE"
"Animal 3539","Small","Incisor","Omnivore","8","3","5","FALSE"
"Animal 3540","Small","Incisor","Herbivore","2","2","1","TRUE"
"Animal 3541","Medium","Incisor","Omnivore","5","3","1","FALSE"
"Animal 3542","Small","Incisor","Herbivore","4","2","4","TRUE"
"Animal 3543","Big","Canine","Carnivore","6","2","1","FALSE"
"Animal 3544","Big","Canine","Herbivore","4","1","1","TRUE"
"Animal 3545","Small","Canine","Omnivore","4","3","4","TRUE"
"Animal 3546","Small","Canine","Omnivore","6","2","4","TRUE"
"Animal 3547","Medium","Canine","Omnivore","1","2","4","FALSE"
"Animal 3548","Big","Incisor","Carnivore","2","3","4","FALSE"
"Animal 3549","Small","Canine","Omnivore","4","3","3","TRUE"
"Animal 3550","Small","Incisor","Carnivore","6","3","6","FALSE"
"Animal 3551","Big","Canine","Omnivore","2","2","1","TRUE"
"Animal 3552","Big","Canine","Omnivore","4","1","3","TRUE"
"Animal 3553","Small","Canine","Omnivore","2","3","2","TRUE"
"Animal 3554","Big","Incisor","Omnivore","2","2","1","TRUE"
"Animal 3555","Big","Incisor","Omnivore","4","1","4","TRUE"
"Animal 3556","Big","Canine","Herbivore","4","1","1","TRUE"
"Animal 3557","Big","Incisor","Herbivore","4","2","4","TRUE"
"Animal 3558","Medium","Canine","Omnivore","5","2","6","FALSE"
"Animal 3559","Big","Canine","Herbivore","4","2","1","TRUE"
"Animal 3560","Big","Canine","Omnivore","9","2","2","FALSE"
"Animal 3561","Medium","Incisor","Omnivore","9","2","3","FALSE"
"Animal 3562","Small","Incisor","Omnivore","2","3","5","TRUE"
"Animal 3563","Big","Canine","Omnivore","2","2","2","TRUE"
"Animal 3564","Big","Incisor","Omnivore","6","2","3","TRUE"
"Animal 3565","Medium","Canine","Omnivore","6","1","2","TRUE"
"Animal 3566","Big","Incisor","Omnivore","8","3","3","FALSE"
"Animal 3567","Small","Canine","Omnivore","6","1","2","TRUE"
"Animal 3568","Big","Canine","Herbivore","4","1","2","TRUE"
"Animal 3569","Medium","Canine","Omnivore","10","2","2","FALSE"
"Animal 3570","Medium","Incisor","Omnivore","2","1","1","TRUE"
"Animal 3571","Medium","Canine","Omnivore","6","1","1","TRUE"
"Animal 3572","Medium","Canine","Carnivore","2","3","3","FALSE"
"Animal 3573","Big","Incisor","Carnivore","11","3","4","FALSE"
"Animal 3574","Big","Incisor","Omnivore","5","3","5","FALSE"
"Animal 3575","Small","Canine","Omnivore","4","1","1","TRUE"
"Animal 3576","Small","Canine","Carnivore","2","2","4","FALSE"
"Animal 3577","Small","Incisor","Omnivore","11","3","1","FALSE"
"Animal 3578","Medium","Canine","Carnivore","9","2","3","FALSE"
"Animal 3579","Medium","Canine","Omnivore","4","1","4","TRUE"
"Animal 3580","Medium","Canine","Omnivore","2","2","5","TRUE"
"Animal 3581","Medium","Canine","Omnivore","12","3","2","FALSE"
"Animal 3582","Small","Incisor","Omnivore","6","1","1","TRUE"
"Animal 3583","Medium","Incisor","Omnivore","2","1","1","TRUE"
"Animal 3584","Big","Incisor","Omnivore","3","3","4","FALSE"
"Animal 3585","Big","Canine","Herbivore","4","1","5","TRUE"
"Animal 3586","Small","Canine","Omnivore","11","2","1","FALSE"
"Animal 3587","Small","Incisor","Omnivore","10","2","2","FALSE"
"Animal 3588","Small","Incisor","Omnivore","6","3","1","TRUE"
"Animal 3589","Medium","Incisor","Carnivore","8","3","1","FALSE"
"Animal 3590","Medium","Canine","Carnivore","12","2","3","FALSE"
"Animal 3591","Medium","Incisor","Omnivore","6","3","5","TRUE"
"Animal 3592","Small","Canine","Omnivore","2","1","4","TRUE"
"Animal 3593","Medium","Canine","Herbivore","4","1","3","TRUE"
"Animal 3594","Medium","Incisor","Omnivore","7","2","6","FALSE"
"Animal 3595","Big","Canine","Omnivore","7","3","1","FALSE"
"Animal 3596","Big","Canine","Omnivore","4","2","1","FALSE"
"Animal 3597","Small","Incisor","Omnivore","2","2","3","TRUE"
"Animal 3598","Big","Incisor","Omnivore","4","2","4","TRUE"
"Animal 3599","Medium","Incisor","Carnivore","2","2","3","FALSE"
"Animal 3600","Small","Incisor","Carnivore","8","2","4","FALSE"
"Animal 3601","Medium","Incisor","Carnivore","2","2","1","FALSE"
"Animal 3602","Big","Canine","Omnivore","2","2","4","TRUE"
"Animal 3603","Medium","Canine","Omnivore","6","2","1","TRUE"
"Animal 3604","Medium","Canine","Omnivore","4","1","3","TRUE"
"Animal 3605","Small","Incisor","Carnivore","2","2","4","FALSE"
"Animal 3606","Big","Incisor","Omnivore","6","1","3","TRUE"
"Animal 3607","Medium","Canine","Carnivore","10","2","4","FALSE"
"Animal 3608","Small","Canine","Herbivore","6","3","4","TRUE"
"Animal 3609","Small","Canine","Omnivore","6","1","5","TRUE"
"Animal 3610","Big","Canine","Omnivore","2","1","5","TRUE"
"Animal 3611","Medium","Incisor","Herbivore","2","2","1","TRUE"
"Animal 3612","Big","Incisor","Omnivore","5","2","4","FALSE"
"Animal 3613","Small","Incisor","Omnivore","6","2","1","TRUE"
"Animal 3614","Medium","Canine","Omnivore","6","1","2","TRUE"
"Animal 3615","Small","Canine","Omnivore","2","3","2","TRUE"
"Animal 3616","Big","Canine","Carnivore","11","2","3","FALSE"
"Animal 3617","Small","Canine","Omnivore","6","1","1","TRUE"
"Animal 3618","Medium","Canine","Herbivore","6","3","1","TRUE"
"Animal 3619","Small","Incisor","Omnivore","4","1","3","TRUE"
"Animal 3620","Small","Incisor","Carnivore","1","2","1","FALSE"
"Animal 3621","Medium","Canine","Herbivore","2","2","2","TRUE"
"Animal 3622","Medium","Canine","Omnivore","6","2","5","TRUE"
"Animal 3623","Small","Incisor","Omnivore","10","2","2","FALSE"
"Animal 3624","Big","Canine","Herbivore","6","1","5","TRUE"
"Animal 3625","Medium","Incisor","Carnivore","1","3","5","FALSE"
"Animal 3626","Big","Incisor","Omnivore","4","3","6","FALSE"
"Animal 3627","Small","Incisor","Omnivore","3","3","4","FALSE"
"Animal 3628","Small","Canine","Omnivore","2","1","5","TRUE"
"Animal 3629","Small","Canine","Herbivore","6","1","2","TRUE"
"Animal 3630","Big","Incisor","Omnivore","6","1","2","TRUE"
"Animal 3631","Small","Canine","Omnivore","2","2","4","TRUE"
"Animal 3632","Medium","Incisor","Omnivore","2","2","3","FALSE"
"Animal 3633","Big","Canine","Omnivore","2","2","4","TRUE"
"Animal 3634","Big","Canine","Omnivore","6","2","4","FALSE"
"Animal 3635","Big","Canine","Omnivore","4","2","1","TRUE"
"Animal 3636","Big","Incisor","Herbivore","2","2","1","TRUE"
"Animal 3637","Big","Incisor","Omnivore","9","2","5","FALSE"
"Animal 3638","Medium","Canine","Omnivore","2","1","1","TRUE"
"Animal 3639","Big","Incisor","Herbivore","4","1","5","TRUE"
"Animal 3640","Big","Canine","Omnivore","6","1","5","TRUE"
"Animal 3641","Medium","Canine","Herbivore","4","1","4","TRUE"
"Animal 3642","Medium","Canine","Omnivore","1","2","5","FALSE"
"Animal 3643","Medium","Canine","Omnivore","4","2","1","TRUE"
"Animal 3644","Medium","Canine","Herbivore","6","3","5","TRUE"
"Animal 3645","Small","Incisor","Omnivore","4","1","4","TRUE"
"Animal 3646","Big","Canine","Herbivore","4","1","1","TRUE"
"Animal 3647","Big","Canine","Herbivore","4","2","4","TRUE"
"Animal 3648","Small","Incisor","Omnivore","3","2","4","FALSE"
"Animal 3649","Medium","Canine","Omnivore","4","2","4","TRUE"
"Animal 3650","Small","Canine","Herbivore","2","1","1","TRUE"
"Animal 3651","Small","Canine","Omnivore","4","1","4","TRUE"
"Animal 3652","Medium","Incisor","Carnivore","7","2","5","FALSE"
"Animal 3653","Big","Incisor","Carnivore","6","2","6","FALSE"
"Animal 3654","Medium","Incisor","Herbivore","2","1","5","TRUE"
"Animal 3655","Big","Incisor","Carnivore","2","3","5","FALSE"
"Animal 3656","Small","Incisor","Omnivore","7","3","1","FALSE"
"Animal 3657","Medium","Canine","Herbivore","4","2","3","TRUE"
